query,src_id,tgt_id,description,keywords,weight,source_id,file_path,created_at
市民的個人化的 AI 助理可以分析甚麼事情?,AI,Reports,AI produces reports that are made available for citizens to review.,"information generation,public access",1.0,chunk-60efa47a9588fffe56a77d9403dbaa0b,./inputs/政策與永續決策委員會.txt,1760433366
市民的個人化的 AI 助理可以分析甚麼事情?,Citizen,Personalized AI Assistant,A citizen is associated with a personalized AI assistant that is tailored to their specific needs and behaviors.,"individualization,ownership",1.0,chunk-197b44a9ab3ec13c1fc107b407614153,./inputs/公民AI助理的角色.txt,1760433012
市民的個人化的 AI 助理可以分析甚麼事情?,AI,Automatic Power Adjustment,AI implements the automatic power adjustment method to manage power supply.,"method implementation,system function",1.0,chunk-98edab2bedb985603fbc7f84904fcf81,./inputs/能源中心與智慧電網.txt,1760432233
市民的個人化的 AI 助理可以分析甚麼事情?,Lifestyle Pattern,Personalized AI Assistant,A personalized AI assistant is capable of analyzing an individual's lifestyle pattern to provide insights and support.,"analysis,data processing",1.0,chunk-197b44a9ab3ec13c1fc107b407614153,./inputs/公民AI助理的角色.txt,1760433013
市民的個人化的 AI 助理可以分析甚麼事情?,AI,Weather Forecast,AI utilizes weather forecast data to adjust power supply.,"data usage,power adjustment",1.0,chunk-98edab2bedb985603fbc7f84904fcf81,./inputs/能源中心與智慧電網.txt,1760432233
市民的個人化的 AI 助理可以分析甚麼事情?,Assistant,Lifestyle Analysis,"Assistant conducts lifestyle analysis to inform energy conservation, health, and travel recommendations.","analysis execution,recommendation basis",1.0,chunk-67fa9cfe1b510625e6077a975e5ac8b2,./inputs/公民AI助理的角色.txt,1760433013
市民的個人化的 AI 助理可以分析甚麼事情?,Assistant,Travel Advice,Assistant offers travel advice as part of the comprehensive lifestyle improvement service.,"advice provision,mobility",1.0,chunk-67fa9cfe1b510625e6077a975e5ac8b2,./inputs/公民AI助理的角色.txt,1760433013
市民的個人化的 AI 助理可以分析甚麼事情?,AI,Report,"AI is associated with providing reports or information, as indicated in the text.","information provision,technological support",1.0,chunk-d5edadc5b8bd3927a0b9de3fb2b64256,./inputs/政策與永續決策委員會.txt,1760433368
市民的個人化的 AI 助理可以分析甚麼事情?,Lifestyle Analysis,Travel Advice,Lifestyle Analysis contributes to Travel Advice by assessing commuting patterns and transportation preferences.,"mobility planning,sustainable transport",1.0,chunk-67fa9cfe1b510625e6077a975e5ac8b2,./inputs/公民AI助理的角色.txt,1760433012
市民的個人化的 AI 助理可以分析甚麼事情?,Assistants,City Cloud Model,Assistants synchronize with the City Cloud Model to coordinate electricity usage adjustments.,"integration,synchronization",1.0,chunk-5b01ab536505f871246e840bf6212428,./inputs/公民AI助理的角色.txt,1760433012
市民的個人化的 AI 助理可以分析甚麼事情?,Energy Conservation,Lifestyle Analysis,Lifestyle Analysis informs the development of Energy Conservation strategies by identifying energy usage patterns.,"lifestyle impact,sustainability",1.0,chunk-67fa9cfe1b510625e6077a975e5ac8b2,./inputs/公民AI助理的角色.txt,1760433012
市民的個人化的 AI 助理可以分析甚麼事情?,AI,Decision-Making Process,AI is associated with providing reports or information that supports the decision-making process.,"information provision,technological support",1.0,chunk-d5edadc5b8bd3927a0b9de3fb2b64256,./inputs/政策與永續決策委員會.txt,1760433367
市民的個人化的 AI 助理可以分析甚麼事情?,Health Recommendations,Lifestyle Analysis,Lifestyle Analysis enables the creation of Health Recommendations by evaluating daily routines and their health implications.,"habit modification,wellness integration",1.0,chunk-67fa9cfe1b510625e6077a975e5ac8b2,./inputs/公民AI助理的角色.txt,1760433012
市民的個人化的 AI 助理可以分析甚麼事情?,Assistant,Health Recommendations,Assistant delivers health recommendations tailored to individual lifestyle patterns.,"advice provision,wellness",1.0,chunk-67fa9cfe1b510625e6077a975e5ac8b2,./inputs/公民AI助理的角色.txt,1760433012
市民的個人化的 AI 助理可以分析甚麼事情?,Cloud,Decision Analysis,The cloud serves as a storage medium that supports the process of decision analysis by providing access to uploaded data.,"analysis support,data storage",1.0,chunk-eb8b6ea3bc1453edcd4ea2b06ecc025a,./inputs/能源中心與智慧電網.txt,1760432233
市民的個人化的 AI 助理可以分析甚麼事情?,AI,City Electricity Usage,AI utilizes city electricity usage data to adjust power supply.,"data usage,power adjustment",1.0,chunk-98edab2bedb985603fbc7f84904fcf81,./inputs/能源中心與智慧電網.txt,1760432233
市民的個人化的 AI 助理可以分析甚麼事情?,Decision Analysis,Real-Time Upload,Real-Time Upload provides the necessary data for Decision Analysis to occur.,"analytical foundation,data preparation",1.0,chunk-eb8b6ea3bc1453edcd4ea2b06ecc025a,./inputs/能源中心與智慧電網.txt,1760432233
市民的個人化的 AI 助理可以分析甚麼事情?,Citizens,Model Results,Model results are made available to citizens for review and analysis.,"data accessibility,public engagement",1.0,chunk-60efa47a9588fffe56a77d9403dbaa0b,./inputs/政策與永續決策委員會.txt,1760433367
市民的個人化的 AI 助理可以分析甚麼事情?,個人行為,雲端模型,The cloud model's synchronization updates directly influence individual behavior.,"feedback mechanism,synchronization update",1.0,chunk-67889f9c59eaba99a839486e0f8374c9,./inputs/公民AI助理的角色.txt,1760433012
市民的個人化的 AI 助理可以分析甚麼事情?,個人行為,整體城市運作,Individual behavior and overall city operations mutually reinforce each other through the cloud model's updates.,"interdependence,positive feedback",1.0,chunk-67889f9c59eaba99a839486e0f8374c9,./inputs/公民AI助理的角色.txt,1760433012
市民的個人化的 AI 助理可以分析甚麼事情?,Citizens,Reports,Reports are provided to citizens as a means of transparency.,"information sharing,public availability",1.0,chunk-60efa47a9588fffe56a77d9403dbaa0b,./inputs/政策與永續決策委員會.txt,1760433367
市民的個人化的 AI 助理可以分析甚麼事情?,Data Scientists,Graphical Instrument,Data scientists use graphical instruments to analyze and interpret data effectively.,"tool usage,visualization",1.0,chunk-0db6d0e150ebb29a169cbf3ed947c162,./inputs/雲端資料與城市模型.txt,1760432275
市民的個人化的 AI 助理可以分析甚麼事情?,Data Scientists,Trend,Data scientists analyze trends related to population activities using graphical instruments.,"analysis focus,data interpretation",1.0,chunk-0db6d0e150ebb29a169cbf3ed947c162,./inputs/雲端資料與城市模型.txt,1760432276
市民的個人化的 AI 助理可以分析甚麼事情?,Automatic Power Adjustment,Power Supply,Automatic power adjustment is the method used to manage and modify the power supply system.,"adjustment target,system function",1.0,chunk-98edab2bedb985603fbc7f84904fcf81,./inputs/能源中心與智慧電網.txt,1760432233
